MT:lightgbm sklearn tensorflow transformers ME:sklearn,1,
MT:keras sklearn spacy torch transformers ME:keras sklearn,1,
MT:apex sklearn torch ME:,1,
MT:keras sklearn spacy torch transformers ME:sklearn,1,
MT:keras sklearn xgboost ME:,1,
MT:lightgbm spacy ME:,1,
MT:gensim keras sklearn ME:sklearn,1,
MT:nltk sklearn ME:nltk,1,
MT:fasttext sklearn spacy torch ME:sklearn,1,
MT:gensim sklearn xgboost ME:sklearn xgboost,1,
MT:networkx torch ME:,1,
MT:efficientnet-pytorch scipy sklearn torch ME:,1,
MT:scipy tensorflow torch torchvision ME:,1,
